"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","Nbclaims"
"38860",2,41,3,1,2,3,3,1,2.52,0
"38861",1,38,2,2,1,3,3,2,2.55,0
"38862",2,34,3,2,2,2,2,2,0.99,0
"38863",1,18,2,2,2,2,3,3,3.18,1
"38864",1,52,2,2,2,4,3,1,2.95,0
"38865",2,49,7,2,2,2,3,1,3.11,0
"38866",1,47,3,4,2,2,3,2,4.8,0
"38867",2,55,6,3,1,2,3,1,4.97,0
"38868",1,40,6,4,2,1,1,1,5.33,0
"38869",2,31,4,4,2,3,2,3,4.78,0
"38870",1,53,4,1,2,2,3,3,1.46,0
"38871",1,48,7,1,2,3,1,3,2,0
"38872",1,44,7,3,1,3,3,1,3.15,0
"38873",2,22,7,1,2,2,3,2,2.4,0
"38874",2,27,6,3,2,1,3,2,0.61,0
"38875",1,29,4,4,2,3,3,1,1.79,0
"38876",1,67,3,3,1,3,1,2,1.49,0
"38877",2,57,6,3,1,1,1,2,4.05,0
"38878",2,36,2,1,1,3,3,1,6.19,0
"38879",1,41,3,3,2,1,3,1,5.02,0
"38880",1,67,7,3,2,2,3,1,0.88,0
"38881",1,59,4,2,2,1,1,1,4.41,0
"38882",1,72,6,1,1,4,3,3,1.51,0
"38883",1,54,5,1,2,3,1,2,3.39,1
"38884",2,35,4,1,2,3,3,2,3.6,0
"38885",1,28,3,1,2,1,3,2,3.69,0
"38886",2,44,3,4,1,3,3,2,1.74,0
"38887",1,33,3,2,2,2,3,2,2.25,0
"38888",2,18,6,2,2,2,3,3,2.77,0
"38889",1,18,3,2,2,3,3,3,3.78,0
"38890",1,39,4,3,2,2,3,2,2.27,0
"38891",1,55,4,2,2,2,2,2,0.08,0
"38892",2,20,5,1,1,2,2,1,2.5,0
"38893",2,25,5,2,2,2,3,2,1.83,0
"38894",1,63,2,1,2,2,2,2,1.28,0
"38895",2,52,3,3,1,4,3,2,1.53,0
"38896",1,47,5,1,1,2,2,1,1.97,0
"38897",1,28,5,3,2,4,3,2,1.87,0
"38898",1,58,5,3,2,3,3,2,3.58,0
"38899",1,29,6,4,2,3,2,1,1.22,0
"38900",1,73,5,3,1,2,3,1,0.59,0
"38901",1,36,5,2,2,1,2,3,4.52,0
"38902",1,20,7,2,1,2,3,2,3.26,0
"38903",1,59,1,3,1,3,2,3,0.16,0
"38904",1,34,4,2,2,4,2,3,2.25,0
"38905",1,65,4,3,2,4,3,2,1.45,0
"38906",1,19,5,3,2,1,3,1,4.25,0
"38907",1,24,5,1,2,2,3,1,3.46,0
"38908",1,33,7,3,2,2,1,3,0.08,0
"38909",2,61,6,3,2,2,3,2,3.72,0
"38910",2,27,5,3,2,2,1,3,3.53,0
"38911",1,42,3,3,1,1,3,2,3.35,0
"38912",1,55,6,2,2,3,3,3,4.49,0
"38913",2,39,3,4,1,3,2,1,3.57,0
"38914",2,52,3,3,2,1,2,2,4.68,0
"38915",2,47,3,4,1,2,3,2,1.81,0
"38916",2,36,5,1,2,2,3,3,2.71,0
"38917",1,46,6,1,2,3,1,2,1.03,0
"38918",1,47,8,4,2,3,3,1,2.08,1
"38919",2,31,7,3,2,2,3,1,3.56,0
"38920",1,18,3,1,1,3,3,2,1.07,0
"38921",1,18,2,3,2,1,3,2,2.2,0
"38922",2,50,4,4,2,3,2,1,2.38,0
"38923",2,46,8,1,2,3,2,3,1.59,0
"38924",1,56,5,1,1,2,3,2,1.11,0
"38925",2,70,11,2,1,2,3,2,3.89,0
"38926",2,40,5,1,2,2,2,2,3.18,0
"38927",2,68,2,1,2,1,2,2,1.19,0
"38928",1,61,10,1,2,3,3,3,0.96,0
"38929",1,48,2,2,2,2,3,3,4.97,0
"38930",1,69,7,4,1,2,2,2,1.93,0
"38931",1,56,3,1,2,1,1,2,6.33,0
"38932",1,27,4,2,1,3,1,3,1.96,0
"38933",1,60,6,2,2,2,2,2,3.7,0
"38934",1,47,4,4,2,3,3,2,1.21,0
"38935",1,45,7,1,1,3,3,2,1.94,0
"38936",1,65,2,1,2,2,1,2,4.26,0
"38937",1,36,3,4,2,1,3,2,4.88,0
"38938",2,34,7,2,2,2,3,2,3.13,0
"38939",2,36,3,4,1,4,3,3,2.13,0
"38940",1,52,2,1,2,2,3,2,2.17,0
"38941",2,49,10,2,2,2,2,3,4.73,0
"38942",1,37,7,2,1,2,3,2,1.48,0
"38943",1,60,5,3,2,2,3,1,1.52,0
"38944",2,48,9,2,2,2,2,1,4.55,0
"38945",2,36,4,1,2,3,3,3,1.05,0
"38946",1,18,3,3,2,2,3,2,3.57,0
"38947",1,46,1,4,1,3,3,1,4.38,1
"38948",2,54,4,1,1,3,3,1,5.87,0
"38949",1,27,4,1,2,2,2,1,2.42,0
"38950",1,26,3,2,2,2,3,3,4.14,0
"38951",1,51,6,1,2,3,3,1,5.3,1
"38952",1,68,5,2,2,2,1,2,0.2,0
"38953",1,39,12,1,2,4,3,2,1.73,0
"38954",2,51,1,2,2,4,3,3,3.25,0
"38955",1,42,8,1,2,2,3,3,2.93,0
"38956",1,27,4,4,1,2,3,3,2.94,0
"38957",1,37,2,3,2,3,3,2,3.73,0
"38958",1,52,8,2,2,4,2,1,4.4,0
"38959",2,38,3,4,2,2,3,1,3.83,0
"38960",1,63,1,2,2,2,3,2,5.02,0
"38961",1,18,9,2,2,4,1,2,1.63,0
"38962",1,58,11,2,1,3,1,1,3.27,0
"38963",2,18,7,3,1,2,3,1,0.44,0
"38964",2,50,3,3,2,2,3,2,3.21,0
"38965",1,35,0,1,2,2,1,1,3.8,0
"38966",1,31,3,2,2,1,3,1,4.89,0
"38967",2,50,2,3,1,1,2,3,4.56,0
"38968",1,53,3,1,1,1,3,2,4.83,0
"38969",2,31,6,1,2,2,3,3,0.08,0
"38970",1,18,7,3,2,2,3,2,3.12,0
"38971",2,28,7,4,2,2,3,2,3.99,0
"38972",1,46,5,3,2,2,2,1,6.23,0
"38973",2,51,2,1,2,2,1,2,1.85,0
"38974",1,46,2,3,2,3,3,1,3.81,0
"38975",2,26,5,1,2,1,1,1,1.35,0
"38976",2,49,6,1,2,1,2,2,3.46,0
"38977",1,82,1,3,2,3,3,1,3.98,0
"38978",1,47,5,1,2,3,3,1,4.81,0
"38979",1,18,4,1,1,3,3,1,0.08,0
"38980",1,44,5,2,2,2,1,3,0.94,0
"38981",2,66,6,2,2,3,3,2,2.87,0
"38982",1,54,6,2,2,3,1,2,3.07,0
"38983",2,59,7,3,2,1,3,1,5.45,0
"38984",1,64,4,4,2,2,2,1,1.59,0
"38985",2,33,7,1,2,3,2,3,0.42,0
"38986",2,59,5,1,2,3,2,1,3.16,0
"38987",2,32,11,4,2,3,3,2,2.36,0
"38988",1,26,7,3,1,3,2,1,2.16,0
"38989",1,47,6,3,2,3,3,2,2.81,0
"38990",1,39,7,3,2,1,3,2,5.57,0
"38991",1,42,1,1,2,3,3,1,1.21,0
"38992",2,32,4,1,1,4,3,1,5.72,0
"38993",1,62,5,2,2,1,3,2,3.84,0
"38994",1,50,6,4,2,3,1,2,2.75,1
"38995",2,44,10,1,2,4,3,2,4.32,0
"38996",1,21,7,4,2,2,1,2,5.73,1
"38997",1,32,4,2,2,4,3,3,0.99,0
"38998",1,35,3,2,2,4,3,2,3.14,0
"38999",1,18,3,2,1,2,2,1,0.47,0
"39000",1,75,6,2,2,2,3,1,5.04,0
"39001",2,61,2,3,2,2,1,2,1.84,0
"39002",1,18,3,3,2,1,3,1,2.67,0
"39003",1,48,7,4,2,2,3,2,4.82,0
"39004",1,33,7,2,1,3,3,2,1.48,0
"39005",2,45,0,4,2,2,3,2,4.95,0
"39006",1,48,6,4,1,3,3,2,4.95,0
"39007",2,61,0,2,2,2,3,2,3.07,0
"39008",2,51,5,2,1,2,1,2,4.55,0
"39009",2,57,5,1,2,2,1,2,3.38,0
"39010",1,51,7,1,2,3,2,2,5.21,0
"39011",1,54,7,3,2,3,3,3,1.1,0
"39012",2,20,8,3,1,4,1,1,4.01,0
"39013",1,44,6,2,1,2,1,3,6.74,1
"39014",2,42,4,1,2,3,3,3,4.41,1
"39015",1,42,3,1,2,2,1,3,2.23,0
"39016",1,18,8,3,2,2,3,1,5.38,0
"39017",1,28,0,1,2,3,3,2,2.01,0
"39018",1,30,3,4,1,2,3,1,3.58,0
"39019",1,65,5,2,1,4,3,1,2.46,0
"39020",2,28,3,1,2,2,2,3,3.7,0
"39021",1,39,7,1,2,3,1,2,4.51,0
"39022",1,45,8,1,2,2,3,3,1.26,0
"39023",1,47,2,2,1,2,2,2,2.57,0
"39024",1,39,3,2,1,2,3,1,4.4,0
"39025",1,18,4,2,1,2,2,2,3.15,0
"39026",2,49,4,1,2,4,2,3,4.37,0
"39027",2,38,8,2,1,3,3,2,2.59,1
"39028",1,53,8,1,1,3,1,3,4.62,0
"39029",1,18,8,3,1,2,3,2,2.57,0
"39030",1,48,7,1,2,2,3,2,2.69,0
"39031",1,52,12,1,2,1,1,2,5.42,0
"39032",1,40,5,3,1,1,3,3,1.66,0
"39033",1,18,2,3,2,2,3,2,3,0
"39034",1,46,6,2,2,3,2,2,3.74,0
"39035",1,39,6,2,2,3,3,3,1.74,0
"39036",1,44,8,2,1,2,3,2,3,0
"39037",1,53,9,3,2,1,3,2,2.89,1
"39038",1,35,6,1,2,1,3,1,2.05,0
"39039",1,31,1,3,1,1,3,2,0.68,0
"39040",1,49,9,1,1,3,1,3,3.12,0
"39041",2,28,7,1,2,2,1,2,2.95,0
"39042",1,42,5,3,2,3,3,2,2.28,0
"39043",1,66,8,3,2,2,3,2,4.91,0
"39044",1,64,0,2,2,3,3,3,5.13,0
"39045",1,45,7,3,1,2,3,3,1.57,0
"39046",2,58,7,1,2,1,3,3,3.07,0
"39047",1,24,1,4,1,3,1,3,2.46,0
"39048",1,26,8,1,2,3,3,1,5.6,0
"39049",1,45,3,2,2,4,2,2,1.93,0
"39050",1,58,6,3,2,1,2,2,5.45,0
"39051",2,46,6,4,1,1,1,1,5.16,1
"39052",2,49,0,4,2,3,3,1,5.84,0
"39053",2,18,6,2,2,3,3,3,3.24,0
"39054",1,53,8,3,2,2,2,2,2.73,0
"39055",2,60,3,1,2,3,2,3,3.66,0
"39056",2,27,0,2,2,3,3,1,5.68,0
"39057",2,51,2,3,2,2,1,1,2.71,0
"39058",1,39,5,2,2,3,3,2,2.37,0
"39059",2,39,2,2,2,3,3,2,1.93,0
"39060",1,48,5,3,2,3,3,2,3.97,0
"39061",1,43,2,1,2,2,3,1,3.4,0
"39062",1,35,5,2,2,1,3,2,4.81,0
"39063",1,63,4,4,2,1,1,2,4.43,1
"39064",1,35,6,1,2,1,3,2,3.51,0
"39065",2,49,2,3,2,3,2,2,4.17,0
"39066",1,50,5,2,2,2,3,2,3.95,0
"39067",1,58,3,1,1,3,3,1,3.39,0
"39068",1,47,4,1,2,1,3,1,0.08,0
"39069",1,28,9,1,2,1,3,2,2.11,0
"39070",2,27,2,3,1,4,1,2,3.66,0
"39071",1,58,5,1,2,1,3,2,4.52,1
"39072",2,62,6,2,1,3,3,1,2.05,0
"39073",1,69,7,2,1,3,3,1,2.64,0
"39074",1,58,5,2,2,2,1,2,1.81,0
"39075",1,28,5,2,2,4,3,2,3.61,0
"39076",1,32,3,1,1,3,3,3,4.44,0
"39077",1,21,9,2,2,2,2,1,2.89,0
"39078",1,18,3,2,2,3,1,3,2.32,0
"39079",2,54,8,2,2,1,2,3,4.39,0
"39080",1,31,10,3,2,2,2,2,2.62,0
"39081",1,57,5,2,2,3,3,2,4.2,0
"39082",1,60,6,2,2,3,3,1,2.65,0
"39083",1,59,7,2,2,3,2,2,2.25,0
"39084",2,59,3,4,2,2,1,2,2.83,1
"39085",1,54,7,2,1,2,3,2,2.26,0
"39086",1,44,4,1,2,2,1,1,2.33,0
"39087",1,47,6,3,2,2,3,1,2.91,0
"39088",1,60,4,1,2,2,3,1,5.66,0
"39089",2,29,9,2,2,2,1,2,3.41,0
"39090",2,37,6,1,2,4,3,2,3.76,0
"39091",1,34,4,1,2,2,1,2,4.9,1
"39092",1,54,4,1,2,1,2,2,2.74,0
"39093",2,29,3,2,2,4,1,2,3.2,0
"39094",2,59,4,4,2,1,1,1,2.52,0
"39095",2,28,5,2,2,1,3,2,2.8,0
"39096",2,64,6,1,2,2,2,2,3.31,0
"39097",1,21,7,4,2,2,1,1,4.64,1
"39098",2,42,0,2,1,3,3,2,3.64,0
"39099",1,64,2,1,1,3,3,2,1.64,0
"39100",1,45,2,3,1,3,3,3,1.08,0
"39101",2,60,3,1,2,3,3,2,3.1,0
"39102",1,30,5,4,2,2,3,2,3.04,0
"39103",2,65,1,4,2,1,2,1,2.1,0
"39104",1,42,6,2,2,3,3,2,4.57,0
"39105",2,20,7,4,1,2,3,1,0.96,0
"39106",1,48,0,1,1,1,2,2,1.05,0
"39107",2,52,10,1,2,2,3,2,4.34,0
"39108",2,18,2,1,2,3,3,2,0.98,0
"39109",1,18,6,2,2,1,2,1,2.54,0
"39110",2,32,3,2,2,2,3,2,5.41,0
"39111",1,37,3,2,2,3,3,2,0.25,0
"39112",1,38,4,3,2,1,3,2,3.62,0
"39113",1,66,5,3,2,4,2,2,1.43,0
"39114",2,53,0,3,1,4,3,2,0.46,0
"39115",1,41,0,3,2,4,1,2,0.59,1
"39116",2,18,8,1,2,1,3,1,0.21,0
"39117",1,32,5,4,2,2,2,1,1.09,0
"39118",2,18,4,4,2,3,1,3,1.19,0
"39119",2,49,7,1,1,2,3,1,4.02,0
"39120",1,47,9,3,2,2,3,2,3.73,0
"39121",1,36,6,2,2,4,3,2,3.9,0
"39122",1,27,4,1,1,3,3,2,0.26,0
"39123",2,18,7,2,1,2,2,1,5.16,0
"39124",1,38,5,3,2,2,3,2,1.49,0
"39125",2,52,11,1,2,3,1,3,2.51,0
"39126",2,56,6,4,2,1,3,1,4.26,0
"39127",1,30,5,2,1,3,3,1,3.77,0
"39128",2,67,4,2,1,2,1,2,1.96,0
"39129",2,48,7,1,1,2,2,1,3.31,0
"39130",2,54,1,3,1,2,3,1,2.29,0
"39131",2,32,12,3,1,2,3,1,1.74,0
"39132",1,65,3,3,1,1,3,3,1.69,0
"39133",2,29,4,4,2,2,1,1,2.09,0
"39134",1,41,6,2,2,2,3,2,0.77,0
"39135",1,18,5,4,2,2,3,3,2.25,0
"39136",2,36,6,2,2,1,3,2,5.14,0
"39137",1,38,2,1,2,2,1,2,4.57,0
"39138",2,44,4,2,2,1,3,1,1.62,0
"39139",1,44,5,1,1,4,3,2,3.58,0
"39140",2,18,6,4,1,3,1,2,2.33,0
"39141",1,45,1,2,2,2,2,2,3.68,0
"39142",1,35,7,3,2,3,1,2,3.87,0
"39143",1,23,5,2,2,2,3,2,3.83,0
"39144",2,33,9,1,2,2,3,1,5.66,0
"39145",2,49,4,1,2,3,1,1,3.74,0
"39146",1,46,6,3,2,3,2,2,4.28,0
"39147",2,35,9,1,2,3,2,2,0.62,0
"39148",1,48,7,1,1,2,3,2,5.54,0
"39149",1,50,8,3,2,3,2,2,3.57,0
"39150",2,39,4,4,2,2,3,2,3.89,0
"39151",1,53,6,1,2,2,2,3,4.35,1
"39152",1,38,7,1,1,3,3,2,3.51,0
"39153",1,53,9,3,1,2,1,1,3.89,0
"39154",1,31,3,4,2,2,3,1,3.07,0
"39155",1,44,10,3,1,2,3,2,4.54,0
"39156",2,45,8,4,2,1,1,2,4.48,0
"39157",2,36,5,1,2,2,3,1,4.37,0
"39158",1,61,5,2,2,3,3,2,3.06,0
"39159",1,38,6,1,2,1,2,1,3.33,0
"39160",1,56,4,1,1,1,2,3,3.72,0
"39161",1,51,2,4,1,2,3,1,0.84,0
"39162",2,50,8,1,2,3,3,2,3.26,0
"39163",1,43,10,1,2,3,1,1,4.98,0
"39164",1,54,6,1,2,2,3,2,4.83,0
"39165",2,29,3,1,2,3,3,2,3.41,0
"39166",1,49,5,3,2,2,3,2,0.67,0
"39167",1,56,8,3,2,1,3,2,3.05,0
"39168",1,34,8,2,2,3,3,3,2.21,0
"39169",2,24,3,1,1,2,3,1,4.48,0
"39170",1,58,6,2,2,3,2,1,2.27,0
"39171",1,65,4,4,2,1,3,2,3.8,0
"39172",1,63,7,4,1,2,3,2,5.31,0
"39173",2,37,5,2,2,2,2,2,1.93,0
"39174",2,50,5,1,2,3,3,3,3.31,0
"39175",1,38,9,3,2,1,3,2,2.16,0
"39176",1,40,10,1,2,4,3,2,3.01,0
"39177",1,24,8,1,2,1,3,3,4.58,1
"39178",1,52,3,3,2,1,3,3,3.01,0
"39179",2,31,1,4,1,4,3,2,1.75,0
"39180",2,47,8,2,2,2,2,2,2.34,0
"39181",2,21,5,2,1,2,3,1,4.28,1
"39182",1,31,0,1,2,2,1,1,3.45,0
"39183",1,31,6,1,2,2,3,3,0.08,0
"39184",1,78,8,2,2,2,1,2,4.37,0
"39185",1,59,7,4,2,2,2,2,4.09,0
"39186",2,66,7,4,2,3,2,2,2.17,0
"39187",1,54,7,2,2,3,3,3,3.49,0
"39188",1,45,4,1,2,4,3,3,4.56,1
"39189",2,51,4,2,1,3,3,3,0.08,0
"39190",1,54,6,3,2,4,1,2,2.8,0
"39191",2,52,6,3,2,3,3,2,2.78,0
"39192",1,45,5,1,1,2,2,1,1.34,1
"39193",1,24,4,3,2,3,3,3,2.14,0
"39194",1,41,5,2,1,2,2,2,1.93,0
"39195",1,29,6,1,2,4,1,2,2.07,0
"39196",1,25,5,3,1,3,3,1,2.22,0
"39197",1,26,3,1,1,2,3,2,4.53,0
"39198",2,33,4,1,1,2,1,2,1.08,0
"39199",1,72,4,1,2,3,3,2,4.07,0
"39200",2,18,5,3,2,3,2,3,0.08,0
"39201",1,36,7,2,2,2,3,3,1.76,0
"39202",1,23,7,2,2,2,1,3,3.79,0
"39203",2,32,4,1,2,3,1,2,2.31,0
"39204",1,36,4,2,2,1,3,2,4.05,0
"39205",1,48,5,1,2,1,2,2,4.39,0
"39206",1,44,3,4,1,2,1,2,5.41,0
"39207",1,43,10,3,2,2,3,2,2.15,0
"39208",1,31,3,1,2,3,1,3,3.11,0
"39209",1,46,3,4,2,1,2,2,4.43,0
"39210",1,35,4,3,1,4,3,3,3.63,0
"39211",1,30,5,1,1,1,3,1,1.78,1
"39212",1,29,6,2,2,2,3,2,3.63,0
"39213",1,55,11,1,2,1,1,1,2.24,0
"39214",2,42,9,3,2,3,1,1,4.25,0
"39215",2,61,6,2,2,4,3,1,3.2,0
"39216",1,82,8,4,2,4,3,1,3.8,0
"39217",1,55,6,1,1,1,1,2,0.47,0
"39218",1,43,7,1,2,4,2,3,0.08,0
"39219",1,74,2,1,2,4,1,2,1.99,0
"39220",1,43,9,3,2,1,1,1,1.22,0
"39221",1,37,0,2,2,2,3,3,3.03,0
"39222",1,57,7,3,1,4,2,1,3.01,0
"39223",1,20,9,2,2,3,2,1,5.42,1
"39224",1,70,8,1,2,1,2,3,4.69,0
"39225",1,20,6,4,1,3,2,3,3.86,0
"39226",1,18,7,1,2,3,3,2,3.52,0
"39227",1,35,8,3,1,3,3,2,5.31,0
"39228",1,61,8,2,2,2,3,1,4.78,0
"39229",2,19,6,3,2,1,2,2,2.36,0
"39230",2,64,8,3,1,2,2,1,2.44,0
"39231",2,68,6,3,2,1,2,2,0.54,0
"39232",2,53,6,1,2,2,3,2,4.22,0
"39233",1,29,6,4,2,3,1,1,2.54,0
"39234",1,37,7,1,1,2,3,1,1.1,0
"39235",1,58,7,4,1,1,3,2,1.62,0
"39236",2,26,6,3,2,2,3,3,2.59,0
"39237",1,54,7,3,2,1,3,2,5.44,0
"39238",1,28,8,1,2,2,3,2,2.65,0
"39239",1,32,5,1,2,3,3,1,4.52,0
"39240",1,49,6,2,2,3,2,2,4.18,0
"39241",1,47,5,4,1,2,2,1,0.08,0
"39242",1,82,4,3,2,3,3,2,0.2,0
"39243",1,27,6,2,2,2,3,2,1.71,0
"39244",2,43,2,2,2,2,3,1,0.48,0
"39245",1,61,6,1,2,2,2,2,3.28,0
"39246",1,49,6,2,1,3,3,2,1.13,0
"39247",1,18,3,3,2,3,1,1,2.6,0
"39248",2,42,3,3,2,4,2,3,4.26,0
"39249",2,29,3,1,2,4,3,3,0.08,0
"39250",1,53,6,4,1,2,3,1,2.61,0
"39251",2,76,6,4,2,2,3,1,4.79,0
"39252",1,78,7,2,1,2,3,2,2.3,0
"39253",1,49,7,4,2,2,3,3,2.2,0
"39254",2,55,9,4,1,1,3,2,3.33,0
"39255",2,48,1,4,2,3,3,2,4.56,0
"39256",1,36,2,1,1,3,3,3,3.76,0
"39257",1,65,7,1,2,2,2,1,0.79,0
"39258",1,52,6,1,1,2,3,1,0.81,0
"39259",1,45,9,4,1,1,2,1,2.7,0
"39260",1,22,6,4,1,2,1,1,5.49,0
"39261",1,44,9,2,2,4,3,1,2.28,1
"39262",2,38,5,1,1,2,3,3,2.83,0
"39263",1,56,7,3,1,3,2,2,3.42,0
"39264",1,51,9,2,2,3,3,2,1.99,0
"39265",2,30,4,3,2,2,3,3,3.34,0
"39266",1,51,10,1,2,2,3,2,1.51,0
"39267",1,57,7,2,2,4,3,2,2.71,0
"39268",2,46,3,2,2,2,3,2,0.1,0
"39269",1,45,2,1,2,3,2,1,2.12,0
"39270",2,18,3,1,2,4,1,2,1.44,0
"39271",1,52,5,4,2,2,3,2,3.85,0
"39272",1,56,10,3,2,4,1,2,3.19,0
"39273",1,59,5,1,1,2,2,2,1.8,0
"39274",2,76,2,3,2,2,3,3,0.4,0
"39275",1,59,3,2,2,3,3,2,0.08,0
"39276",2,55,9,3,2,3,3,1,1.66,0
"39277",1,46,6,2,2,1,1,2,2.27,1
"39278",1,34,9,3,2,4,2,1,1.14,0
"39279",1,49,9,1,2,3,2,2,3.38,0
"39280",1,45,5,1,2,4,2,1,4.56,0
"39281",1,50,6,4,2,3,3,2,2.83,0
"39282",2,53,5,1,2,4,1,2,1.99,0
"39283",1,41,6,1,2,1,3,2,4.69,0
"39284",2,49,6,1,1,4,3,3,7.58,0
"39285",2,45,2,2,2,1,2,2,3.83,0
"39286",1,46,2,2,1,2,3,3,2.79,0
"39287",2,42,7,3,1,3,3,2,1.96,0
"39288",1,61,5,2,1,4,3,3,4.25,0
"39289",1,43,3,4,2,2,3,1,2.72,0
"39290",1,57,4,1,2,2,1,2,2.66,0
"39291",2,72,8,3,2,2,3,2,5.86,0
"39292",1,34,2,3,2,2,2,2,2.02,0
"39293",2,37,3,2,2,3,3,2,2.64,0
"39294",1,49,11,2,2,2,3,2,3.65,0
"39295",2,32,5,4,1,4,3,2,2.6,0
"39296",2,21,5,1,2,4,3,2,2.86,1
"39297",2,24,8,1,2,1,1,1,2.24,0
"39298",2,32,2,1,2,3,3,2,4.29,0
"39299",1,42,5,1,1,2,3,1,3.22,0
"39300",1,44,7,3,2,4,1,1,3.01,0
"39301",1,53,5,2,2,2,2,2,1.72,0
"39302",2,48,6,3,2,1,3,2,5.22,0
"39303",2,43,4,1,2,2,3,2,3.59,0
"39304",1,52,6,3,2,2,3,2,3.11,0
"39305",1,38,5,1,2,1,3,1,2.75,0
"39306",1,32,1,1,1,2,3,3,2.26,0
"39307",1,45,4,2,2,1,3,2,3.86,0
"39308",1,32,7,4,2,2,3,2,2.3,0
"39309",1,50,8,3,1,4,3,2,6,0
"39310",2,22,3,2,2,2,3,1,4.46,0
"39311",1,64,8,3,2,3,3,2,1.94,0
"39312",2,19,7,4,2,3,2,1,3.91,0
"39313",1,41,10,2,2,2,2,1,3.36,1
"39314",2,56,5,3,2,2,3,3,3.92,0
"39315",1,49,0,2,1,2,1,3,3.59,0
"39316",1,45,3,1,1,1,3,1,2.99,0
"39317",2,42,3,3,1,1,3,1,2.58,0
"39318",1,39,8,3,1,3,1,1,0.08,0
"39319",1,63,2,1,2,4,1,2,5.6,0
"39320",1,34,8,3,2,3,2,2,3.3,0
"39321",1,24,2,1,1,2,3,1,0.59,0
"39322",1,46,9,1,2,2,3,2,2.71,0
"39323",1,58,4,3,1,3,2,2,0.52,0
"39324",1,58,5,2,2,2,1,1,1.4,0
"39325",2,43,0,4,2,3,3,3,3.03,0
"39326",1,53,6,4,2,4,2,3,3.02,0
"39327",1,35,3,3,2,3,3,2,4.02,0
"39328",1,50,5,2,2,2,3,3,3.64,0
"39329",2,37,3,3,2,1,1,2,3.51,0
"39330",1,44,5,1,2,3,3,1,2.98,0
"39331",1,55,3,1,2,2,3,2,3.51,0
"39332",1,33,4,2,2,2,3,2,2.12,0
"39333",1,60,11,2,2,4,2,1,3.74,0
"39334",1,47,3,3,1,1,1,2,1.96,0
"39335",1,39,3,2,2,3,3,3,4.45,0
"39336",2,31,5,3,2,1,3,2,2,0
"39337",1,31,2,2,2,2,1,2,1.99,0
"39338",2,27,8,4,2,1,3,1,4.98,0
"39339",2,43,3,1,1,2,2,3,0.92,0
"39340",1,68,8,4,1,3,3,2,3.28,0
"39341",2,69,6,3,2,1,3,2,0.9,0
"39342",2,41,4,2,2,2,3,1,4.23,0
"39343",2,48,9,3,1,2,3,1,4.11,0
"39344",1,55,3,3,2,1,1,2,2.58,0
"39345",2,26,8,4,2,2,3,3,0.81,0
"39346",1,54,4,3,2,2,3,2,2.17,0
"39347",2,33,7,2,2,1,3,3,2.42,0
"39348",1,45,5,2,2,1,1,1,2.33,0
"39349",2,60,5,2,2,2,3,2,4.86,0
"39350",1,46,8,3,2,1,3,2,6.11,1
"39351",2,32,3,2,2,4,3,2,2.79,0
"39352",2,31,8,2,2,2,3,2,3.24,0
"39353",2,45,4,4,2,2,3,3,3.39,0
"39354",2,28,8,2,2,3,3,1,1.17,1
"39355",2,53,5,1,2,2,3,2,4.84,0
"39356",2,21,3,3,2,2,2,1,3.44,0
"39357",1,57,4,1,2,1,2,2,4.84,0
"39358",2,60,4,3,2,4,1,2,3.01,0
"39359",2,18,4,2,2,2,1,3,0.52,0
"39360",2,48,1,4,2,2,3,2,3.45,0
"39361",2,32,8,2,2,3,3,2,3.19,0
"39362",1,44,2,4,2,2,1,2,6.18,0
"39363",1,70,4,1,2,1,3,1,2.3,0
"39364",2,43,6,1,2,1,3,2,2.88,1
"39365",1,26,2,2,2,4,3,1,4.15,0
"39366",1,24,3,4,1,1,2,3,5.24,0
"39367",2,55,4,2,2,2,1,2,1.41,0
"39368",1,57,4,2,2,2,3,3,4.84,0
"39369",1,47,4,4,2,2,3,2,1.95,0
"39370",2,27,4,4,2,2,1,2,3.72,0
"39371",1,36,5,4,2,2,2,2,1.74,0
"39372",1,68,4,2,2,4,3,2,5.16,0
"39373",1,18,6,3,1,2,1,3,3.01,0
"39374",1,47,1,1,2,2,3,2,3.51,0
"39375",2,22,3,1,2,3,1,2,1.74,1
"39376",1,36,9,1,2,1,3,2,2.81,1
"39377",2,24,6,2,2,2,3,2,3.78,0
"39378",1,42,3,3,2,2,3,2,4.38,0
"39379",1,44,2,2,1,2,2,2,1.03,0
"39380",2,18,12,1,1,1,1,1,3.42,0
"39381",2,55,10,2,2,2,3,3,4.57,1
"39382",2,64,7,1,1,4,3,3,2.42,0
"39383",1,38,7,3,2,3,3,2,3.58,0
"39384",1,22,5,1,2,2,2,1,2,1
"39385",2,24,7,2,1,3,3,2,2.7,0
"39386",1,33,2,2,2,3,3,2,5.96,0
"39387",1,18,1,3,2,3,1,2,2.52,0
"39388",2,40,2,3,1,1,3,2,0.08,0
"39389",2,26,4,2,2,2,3,3,3.14,1
"39390",1,70,3,2,1,2,3,1,1.26,0
"39391",2,37,7,3,1,4,3,3,2.09,0
"39392",2,77,8,1,1,2,1,1,4.34,0
"39393",2,48,4,3,2,4,2,1,4.32,0
"39394",1,74,4,2,1,2,3,2,1.4,0
"39395",1,54,4,2,1,3,3,1,2.03,0
"39396",2,42,6,2,2,1,3,1,2.49,0
