"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure"
"14071",1,59,5,1,1,4,3,2,1.68
"14072",2,51,6,1,2,3,3,2,2.15
"14073",1,53,10,3,1,3,3,3,2.57
"14074",1,50,3,1,2,2,2,1,3.57
"14075",1,22,6,2,1,2,1,1,0.08
"14076",1,44,6,4,2,3,1,1,3.13
"14077",2,32,2,2,2,4,1,1,4.87
"14078",2,55,7,3,2,3,2,1,3.38
"14079",2,29,5,3,2,2,2,3,4.56
"14080",1,37,3,3,2,2,3,1,3.43
"14081",2,40,2,4,2,2,3,3,3.52
"14082",2,52,8,2,2,4,3,3,3.09
"14083",1,36,6,2,2,1,3,1,3.56
"14084",1,38,6,3,2,3,3,2,3.83
"14085",1,24,7,2,1,1,3,3,2.56
"14086",1,24,5,1,1,2,2,1,0.08
"14087",1,70,5,4,2,4,3,2,3.25
"14088",1,27,6,2,2,3,2,2,2.86
"14089",1,60,2,1,1,3,3,2,2.71
"14090",1,37,4,4,2,1,3,2,0.52
"14091",2,40,4,4,2,2,3,2,2.79
"14092",1,51,1,3,1,3,2,3,2.91
"14093",2,36,0,1,1,2,3,2,4.09
"14094",1,45,4,1,2,1,3,2,3.78
"14095",1,38,4,1,1,1,3,1,2.12
"14096",1,66,9,3,2,4,3,2,1.93
"14097",1,44,8,3,1,2,1,2,2.24
"14098",1,62,8,1,2,4,3,2,1.06
"14099",1,18,4,3,2,4,3,2,1.54
"14100",2,56,5,3,1,2,3,3,3.21
"14101",1,31,10,3,1,2,2,2,0.81
"14102",2,54,7,3,2,2,3,1,2.75
"14103",1,57,5,1,2,2,2,1,2.35
"14104",2,59,3,2,1,4,3,3,1.67
"14105",1,32,3,2,2,3,2,2,2.92
"14106",1,71,3,3,2,2,1,2,2.84
"14107",2,47,5,3,2,3,3,2,1.45
"14108",2,44,5,3,1,2,1,2,2.49
"14109",2,18,5,2,1,3,3,3,4.64
"14110",1,32,6,1,2,1,3,2,4.57
"14111",1,52,6,1,1,3,3,3,4.35
"14112",2,32,13,2,2,3,2,1,2.46
"14113",1,40,4,3,2,2,3,1,3.12
"14114",1,35,5,1,2,3,1,2,4.6
"14115",2,24,9,2,1,2,3,2,4.43
"14116",1,41,4,2,2,1,3,3,3.22
"14117",2,32,2,2,1,3,2,3,5.08
"14118",1,30,7,3,2,3,2,1,3.04
"14119",2,37,3,2,2,3,3,1,0.37
"14120",1,39,3,1,1,2,2,2,3.49
"14121",2,82,9,3,2,2,1,3,2.13
"14122",1,59,1,1,2,4,2,2,4.41
"14123",1,63,1,2,2,2,1,2,4.97
"14124",2,49,6,1,2,3,2,1,5.63
"14125",1,72,5,1,1,1,1,3,2.55
"14126",1,43,5,2,2,3,1,2,4.4
"14127",1,42,6,2,1,2,3,2,0.88
"14128",1,39,5,3,1,2,1,2,5.22
"14129",1,39,4,3,1,2,2,2,2.69
"14130",2,30,4,1,2,4,3,2,3.69
"14131",2,21,6,1,2,3,3,3,0.93
"14132",2,39,2,3,1,2,3,2,5
"14133",1,41,3,2,2,3,2,2,1.4
"14134",2,48,5,1,1,2,1,3,3.2
"14135",2,18,4,2,2,1,3,2,4.5
"14136",2,82,1,1,2,4,1,2,0.08
"14137",1,25,4,1,1,2,3,2,2.51
"14138",1,77,5,2,2,3,3,1,2.72
"14139",1,42,7,1,1,3,3,2,0.81
"14140",1,34,4,3,2,3,3,3,2.92
"14141",1,39,4,2,2,1,2,2,2.96
"14142",2,52,9,3,2,2,2,3,3.38
"14143",1,36,7,3,2,1,3,1,2.46
"14144",1,38,2,2,2,2,3,2,0.08
"14145",2,73,6,1,2,3,3,3,5.72
"14146",1,39,5,2,1,3,3,1,4.62
"14147",1,33,3,3,2,2,3,3,0.08
"14148",2,61,6,1,2,4,3,2,4.07
"14149",2,61,3,2,2,2,3,1,5.28
"14150",1,25,7,2,1,2,3,2,4.58
"14151",2,19,11,1,2,2,2,2,3.23
"14152",1,39,4,2,1,1,2,3,4.85
"14153",2,28,10,2,2,2,2,1,1.85
"14154",2,30,3,2,2,2,2,2,2.67
"14155",2,35,3,2,2,3,3,2,3.12
"14156",1,73,5,2,2,2,1,2,3.62
"14157",1,32,9,4,1,3,3,3,0.5
"14158",2,37,2,1,1,4,3,2,2.74
"14159",1,25,5,3,2,2,1,2,2.61
"14160",1,33,7,3,1,2,3,2,4.15
"14161",1,63,9,4,2,2,3,1,4.6
"14162",1,57,5,3,2,3,3,2,5.58
"14163",2,41,4,3,2,1,3,1,0.08
"14164",1,47,7,2,1,1,2,2,2.8
"14165",2,45,6,3,1,2,1,3,4.17
"14166",2,32,8,3,1,2,3,2,5.08
"14167",1,50,6,4,1,2,3,2,6.63
"14168",2,55,6,1,2,1,3,1,3.18
"14169",2,48,10,3,2,3,3,1,2.29
"14170",1,38,3,4,2,2,3,2,5.07
"14171",2,20,2,3,2,3,2,2,3.43
"14172",2,60,4,3,2,2,3,1,2.47
"14173",1,29,6,1,2,4,2,1,2.01
"14174",1,60,8,3,2,4,3,2,5.24
"14175",2,47,2,4,2,2,3,1,6.15
"14176",2,20,4,1,2,1,3,2,1.33
"14177",1,42,4,2,2,3,2,3,1.83
"14178",2,35,7,2,2,4,3,3,3.87
"14179",1,63,2,1,1,2,1,2,3.21
"14180",1,33,4,3,1,3,1,2,3.12
"14181",1,34,8,2,2,2,3,2,2.84
"14182",2,19,6,2,1,2,1,3,1.57
"14183",2,44,6,2,1,2,3,2,4.91
"14184",1,41,8,1,1,2,3,1,3.24
"14185",2,35,6,2,1,1,2,1,0.3
"14186",2,57,5,3,2,2,2,2,2.54
"14187",1,41,3,1,1,2,3,3,2.5
"14188",2,68,1,1,1,2,3,2,3.43
"14189",1,53,3,3,1,2,3,1,3.67
"14190",1,41,10,1,2,3,2,3,2.61
"14191",1,54,9,4,2,3,3,1,2.83
"14192",1,57,7,4,2,2,3,1,3.73
"14193",1,64,0,2,2,2,2,3,3.74
"14194",2,45,11,1,1,2,3,3,4.77
"14195",1,32,7,2,1,2,3,1,3.41
"14196",2,57,3,3,1,1,2,2,4.17
"14197",1,25,4,3,2,3,1,1,0.3
"14198",2,25,3,4,1,3,2,1,3.7
"14199",1,51,7,2,1,3,2,1,0.87
"14200",1,56,9,2,1,1,3,1,1.59
"14201",2,37,3,1,1,2,3,3,4.13
"14202",2,41,6,1,2,1,3,1,3.08
"14203",1,47,8,2,1,3,3,3,3.87
"14204",1,60,7,2,2,1,3,2,3.09
"14205",1,49,5,3,2,2,3,1,2.21
"14206",2,35,5,2,2,3,2,3,2.4
"14207",1,28,6,1,2,1,3,1,3.35
"14208",1,21,8,3,2,2,3,2,4.37
"14209",2,38,6,2,1,2,3,1,3.75
"14210",2,67,3,4,2,4,3,3,2.91
"14211",2,48,3,2,2,4,3,2,2.53
"14212",1,50,6,4,2,4,3,3,1.26
"14213",2,23,4,3,2,3,3,3,2.65
"14214",1,54,7,1,1,3,1,2,2.88
"14215",2,53,8,4,2,2,3,2,1.81
"14216",1,18,5,2,1,2,3,1,3.59
"14217",2,74,4,4,2,4,1,2,1.79
"14218",1,25,4,1,1,2,3,2,3.05
"14219",2,26,6,3,2,3,3,1,3.21
"14220",1,59,4,2,2,3,3,2,2.06
"14221",2,32,1,3,2,1,3,2,0.75
"14222",1,37,3,1,2,4,3,2,0.64
"14223",1,38,5,2,2,1,3,3,0.27
"14224",1,56,4,2,2,1,3,2,4.19
"14225",2,55,4,2,2,3,3,2,3.52
"14226",2,39,2,2,2,2,1,2,1.59
"14227",2,55,2,4,1,2,2,1,3.83
"14228",2,54,0,1,2,2,3,1,2.44
"14229",2,37,3,2,2,2,2,3,2.6
"14230",2,31,2,2,2,1,3,1,4.35
"14231",2,52,5,2,2,3,1,1,5.36
"14232",1,26,3,1,2,2,2,2,2.55
"14233",2,46,6,2,2,2,1,2,0.77
"14234",2,18,6,1,1,3,1,1,5.02
"14235",1,42,3,3,2,3,3,2,4.62
"14236",2,48,7,2,1,1,3,2,5.19
"14237",1,18,7,3,2,1,1,2,0.58
"14238",1,51,6,2,2,1,1,2,0.08
"14239",1,58,5,1,1,3,2,2,4.5
"14240",2,49,3,2,1,1,3,3,1.66
"14241",1,18,3,3,1,3,3,2,0.08
"14242",2,18,7,1,1,2,3,2,2.8
"14243",1,39,5,1,2,4,2,1,5.08
"14244",2,49,6,4,2,4,1,2,3.04
"14245",1,43,5,3,1,3,2,3,2.45
"14246",2,48,3,4,1,1,2,3,1.67
"14247",2,60,9,2,2,2,3,1,4.85
"14248",1,51,7,2,1,3,3,2,0.43
"14249",1,38,13,4,1,1,3,2,5.63
"14250",1,42,8,3,2,4,1,3,2.21
"14251",2,43,4,3,2,3,2,3,0.76
"14252",1,63,3,2,2,3,2,2,2.73
"14253",1,51,3,3,2,4,2,3,1.81
"14254",1,53,7,4,2,3,3,2,2.61
"14255",2,71,3,4,1,1,3,2,3.21
"14256",1,51,0,1,2,2,3,2,4.08
"14257",1,30,5,3,2,3,3,3,0.13
"14258",2,37,7,2,2,2,3,3,2.81
"14259",1,34,5,4,2,3,3,2,2.07
"14260",1,18,8,4,2,1,3,3,2.37
"14261",1,57,2,1,2,3,3,2,0.08
"14262",1,25,3,3,2,2,2,3,0.77
"14263",1,28,7,1,1,1,3,1,1.58
"14264",1,51,3,2,2,2,2,2,3.51
"14265",2,61,0,3,2,3,2,1,2.69
"14266",1,47,4,2,1,4,3,2,0.3
"14267",2,45,4,1,2,2,1,1,3.27
"14268",2,48,1,3,2,2,3,2,4.13
"14269",1,28,1,4,1,2,3,1,4.77
"14270",1,32,5,3,2,3,3,2,5.91
"14271",2,40,8,1,2,1,3,2,1.01
"14272",2,28,2,2,2,3,2,2,3.28
"14273",1,18,8,1,2,1,1,2,3.31
"14274",2,30,6,4,2,3,2,1,3.43
"14275",2,57,6,4,2,1,3,2,1.91
"14276",1,77,9,3,1,2,1,2,1.13
"14277",1,43,3,3,2,1,3,1,5.14
"14278",1,59,8,2,1,2,1,1,2.59
"14279",2,59,2,3,2,2,2,2,3.89
"14280",2,47,4,1,2,4,1,2,1.38
"14281",1,36,4,1,1,2,3,3,0.08
"14282",1,40,6,1,1,4,3,2,5.05
"14283",1,56,0,3,2,2,3,1,2.59
"14284",2,45,7,1,1,3,3,1,4.25
"14285",2,26,4,3,2,1,3,2,2.51
"14286",1,54,3,2,2,3,3,2,2.33
"14287",2,41,5,2,2,4,3,2,1.52
"14288",1,34,7,4,1,3,2,2,2.41
"14289",2,53,6,4,2,1,2,2,4.26
"14290",1,49,6,1,2,2,2,2,2.49
"14291",1,29,8,3,2,4,3,1,5.78
"14292",1,44,5,1,1,2,3,2,2.49
"14293",1,60,11,2,2,3,3,2,2.62
"14294",1,47,6,2,2,2,2,1,3.11
"14295",2,39,2,1,2,2,3,3,4.25
"14296",1,63,6,2,2,2,1,2,3.01
"14297",2,40,6,2,2,4,3,1,0.77
"14298",1,49,5,1,2,3,1,3,4.91
"14299",2,43,9,3,2,4,2,3,5.08
"14300",2,26,10,3,2,1,2,2,3.69
"14301",1,18,7,4,2,2,3,3,3.75
"14302",2,64,5,3,2,1,1,1,2.47
"14303",1,18,7,2,2,2,1,1,2.06
"14304",1,58,3,3,1,3,3,1,5.13
"14305",2,37,10,2,2,2,3,2,3.17
"14306",1,55,6,4,1,3,3,1,4.31
"14307",1,18,3,1,1,2,3,3,4.61
"14308",1,18,12,4,1,1,3,2,2.11
"14309",2,33,9,2,1,3,3,2,0.08
"14310",1,35,4,2,2,2,2,1,1.41
"14311",1,33,6,1,2,2,3,1,3.37
"14312",2,45,4,2,1,1,2,1,1.41
"14313",1,45,3,2,2,4,3,2,4.22
"14314",1,27,4,2,2,3,3,3,5.69
"14315",2,58,3,3,2,1,2,2,4.41
"14316",1,58,8,2,2,3,3,2,4.86
"14317",1,36,11,2,2,2,2,1,1.8
"14318",2,28,7,1,1,3,3,2,3.32
"14319",2,43,3,1,2,2,3,3,3.76
"14320",2,38,7,2,2,2,2,3,3.17
"14321",1,36,12,2,2,2,3,2,0.99
"14322",2,77,6,2,2,3,1,1,3.37
"14323",2,48,2,1,1,1,3,3,1.75
"14324",1,45,2,2,1,1,3,3,1.79
"14325",2,46,4,3,1,2,2,1,5.84
"14326",2,49,8,2,1,3,2,2,3.91
"14327",1,18,3,3,2,2,1,2,2.35
"14328",1,30,5,4,2,3,3,2,2.89
"14329",2,41,4,2,2,4,3,1,1.45
"14330",2,49,3,2,2,3,2,1,3.49
"14331",2,60,7,4,2,4,2,2,1.31
"14332",2,51,4,2,2,2,1,1,2.95
"14333",1,45,5,4,2,2,3,3,3.38
"14334",1,41,9,1,2,4,3,3,1.4
"14335",2,50,9,4,1,2,3,2,1.95
"14336",1,51,3,4,2,2,3,2,3.15
"14337",1,62,8,4,2,1,1,2,1.56
"14338",2,54,8,3,2,2,1,2,2.92
"14339",1,31,1,1,2,3,2,2,3.78
"14340",1,23,6,2,1,1,3,2,4.43
"14341",1,29,4,2,2,3,1,3,2.31
"14342",2,25,6,2,2,3,3,2,5.55
"14343",1,35,9,1,1,2,2,2,3.82
"14344",1,54,6,2,2,3,1,1,2.14
"14345",2,46,3,1,2,3,3,3,0.67
"14346",2,38,8,4,1,2,3,3,2.21
"14347",2,38,9,1,1,1,3,2,3.54
"14348",1,50,4,1,2,2,3,2,4.8
"14349",2,34,3,4,1,1,1,2,3.68
"14350",1,51,4,3,2,3,3,1,5.02
"14351",1,34,2,2,1,2,1,1,0.93
"14352",1,63,6,3,2,1,3,1,3.6
"14353",2,55,1,3,2,3,3,3,2.53
"14354",1,62,8,3,2,4,3,3,4.95
"14355",1,20,6,1,2,1,3,1,5.65
"14356",1,41,9,1,2,4,2,2,3.73
"14357",2,60,4,4,2,1,3,3,1.91
"14358",2,57,8,3,1,2,3,2,2.45
"14359",2,31,10,2,1,2,1,2,5.05
"14360",1,20,9,2,2,2,2,2,1.33
"14361",2,26,2,3,1,4,3,2,5.7
"14362",1,38,4,1,2,2,3,3,2.29
"14363",2,50,7,2,2,4,1,1,2.39
"14364",1,55,2,4,1,4,3,3,1.87
"14365",2,29,7,2,2,2,1,1,1.26
"14366",1,45,4,3,1,2,3,2,6.55
"14367",2,33,4,1,2,1,1,2,0.08
"14368",1,53,3,2,2,1,1,2,5.33
"14369",1,41,5,3,2,2,1,2,1.5
"14370",2,47,1,1,2,4,2,2,5.77
"14371",2,29,9,3,1,2,3,2,2.5
"14372",1,29,4,1,1,2,2,1,3
"14373",2,56,3,2,2,4,3,3,3.41
"14374",2,26,3,3,2,1,3,2,2.4
"14375",1,41,8,3,1,3,3,2,3.39
"14376",2,50,5,3,2,2,1,1,4.68
"14377",1,64,9,1,2,2,3,3,1.2
"14378",2,44,8,2,1,3,3,1,2.94
"14379",1,38,6,3,2,3,1,2,2.37
"14380",1,72,2,4,1,4,1,3,3.21
"14381",2,61,5,2,1,2,3,1,2.48
"14382",2,37,4,4,2,1,1,1,4.6
"14383",1,53,2,2,2,2,3,1,0.93
"14384",1,31,5,3,2,3,3,2,2.58
"14385",1,62,7,1,1,2,3,1,3.12
"14386",2,30,6,2,1,2,3,2,5.25
"14387",1,37,6,1,2,3,3,2,2.93
"14388",1,39,14,1,1,4,3,1,3.9
"14389",1,58,4,3,2,3,3,3,1.32
"14390",1,49,5,1,1,2,2,3,1.34
"14391",1,46,1,4,2,1,2,1,3.16
"14392",1,34,2,3,2,2,2,3,2.17
"14393",2,42,4,4,1,1,3,3,2.92
"14394",1,51,3,3,1,3,3,1,4.67
"14395",1,23,8,2,2,3,3,2,1.5
"14396",2,49,5,4,2,4,2,3,4.47
"14397",1,44,4,4,2,2,3,1,3.82
"14398",1,41,4,3,1,3,3,3,1.59
"14399",1,45,8,1,2,1,3,3,3.15
"14400",1,49,4,2,2,4,3,1,2.72
"14401",2,39,6,4,1,2,3,3,1.3
"14402",1,39,0,1,2,3,3,3,2.12
"14403",2,57,4,1,2,3,2,1,2.59
"14404",1,39,5,2,2,1,1,2,1.59
"14405",1,29,4,3,1,3,3,1,2.28
"14406",1,61,9,1,2,3,2,2,3.19
"14407",2,49,12,4,2,3,3,2,1.98
"14408",2,27,6,3,2,3,2,1,2.12
"14409",1,24,3,2,2,3,3,3,3.89
"14410",1,54,10,3,2,2,3,2,2.11
"14411",1,18,9,1,2,2,1,3,3.61
"14412",1,51,2,2,2,2,1,1,2.14
"14413",1,29,2,4,2,1,3,1,4.23
"14414",1,65,2,4,1,3,1,2,2.58
"14415",1,46,5,4,2,2,3,2,4.42
"14416",1,24,8,2,1,4,1,2,3.53
"14417",2,39,1,2,2,2,3,1,1.58
"14418",1,26,7,3,2,3,3,3,5.45
"14419",2,44,3,4,2,2,3,1,3.34
"14420",2,25,3,3,2,2,1,1,2.95
"14421",1,62,6,1,2,3,3,1,1.88
"14422",1,31,6,3,2,2,3,2,2.15
"14423",2,43,6,2,1,2,3,2,2.16
"14424",2,52,7,1,2,2,2,1,4.61
"14425",1,46,3,2,1,2,3,1,2.42
"14426",1,51,10,1,2,2,3,2,2.28
"14427",1,47,7,4,2,2,3,2,4.91
"14428",2,34,7,2,2,2,3,2,2.08
"14429",2,18,1,1,2,2,3,2,0.64
"14430",2,67,0,1,1,3,2,3,2.28
"14431",2,47,7,3,2,1,3,1,3.81
"14432",1,65,2,4,2,2,1,1,2.77
"14433",2,50,7,3,1,2,3,1,1.91
"14434",1,55,3,2,2,2,3,2,2.84
"14435",1,52,5,2,1,3,3,1,4.23
"14436",2,48,8,1,2,1,3,2,1.57
"14437",1,44,4,1,1,3,3,3,4.9
"14438",2,30,5,2,1,2,3,2,6.47
"14439",1,68,5,1,2,3,3,1,3.07
"14440",1,63,3,1,2,2,3,2,3.7
"14441",1,18,3,3,2,3,3,1,3.57
"14442",2,56,6,2,2,3,3,1,3.03
"14443",2,31,0,2,2,2,1,1,0.76
"14444",1,47,2,1,2,3,3,2,6.01
"14445",1,52,3,3,1,4,3,1,3.17
"14446",1,47,7,4,2,2,3,2,1.66
"14447",2,28,10,1,2,3,2,2,2.2
"14448",1,18,3,2,1,2,1,2,2.26
"14449",2,37,5,3,1,1,1,2,5.13
"14450",1,48,5,2,1,3,2,2,2.98
"14451",2,53,1,2,2,2,3,2,2.15
"14452",2,41,9,4,2,1,2,3,5.75
"14453",1,29,4,3,2,4,3,2,3.91
"14454",2,34,1,2,2,1,3,1,3.5
"14455",1,41,3,2,2,2,3,1,5.54
"14456",2,49,3,3,1,3,2,2,2.92
"14457",2,56,5,1,2,2,3,2,2.98
"14458",1,38,4,4,2,2,3,2,4.93
"14459",2,58,3,3,2,3,1,3,1.57
"14460",2,36,7,3,1,2,1,1,5.49
"14461",1,29,9,1,2,2,3,2,2.24
"14462",1,41,0,1,2,2,2,2,3.8
"14463",2,35,6,1,2,3,2,2,2.49
"14464",1,55,5,4,2,2,3,2,4.81
"14465",2,53,5,4,2,2,3,2,3.82
"14466",2,34,2,3,2,1,1,1,5.5
"14467",2,50,4,4,2,1,2,2,4.89
"14468",2,60,9,2,1,3,2,2,4.12
"14469",2,49,6,1,2,1,1,3,4.36
"14470",1,31,2,2,2,3,3,3,2.16
"14471",2,56,0,1,2,2,1,2,3.31
"14472",1,37,3,1,1,3,3,3,4.56
"14473",2,22,7,3,1,1,2,3,5.38
"14474",1,62,7,1,2,2,3,1,5.22
"14475",2,76,5,4,2,3,2,1,2.76
"14476",2,26,4,1,2,3,3,2,3.55
"14477",1,51,4,4,2,1,3,1,1.23
"14478",1,26,5,3,2,3,1,2,2.07
"14479",1,22,7,4,1,2,3,1,4.95
"14480",2,18,4,1,1,4,3,2,4.05
"14481",1,79,5,3,2,2,2,1,3.86
"14482",1,41,9,3,2,1,3,3,3.93
"14483",1,61,2,3,1,3,1,2,5.78
"14484",2,42,2,2,2,2,2,3,3.02
"14485",2,28,8,2,2,1,3,2,2.77
"14486",2,52,3,3,2,2,3,1,3.24
"14487",2,50,5,3,2,4,1,1,2.26
"14488",1,39,12,1,2,3,3,3,4.05
"14489",1,37,5,4,2,3,1,3,3.14
"14490",1,75,6,4,2,2,2,2,5.97
"14491",1,60,3,3,1,2,1,1,0.25
"14492",2,54,5,2,1,2,1,2,2.59
"14493",2,32,8,2,2,3,3,1,3.59
"14494",2,45,6,2,1,2,2,2,4.67
"14495",2,22,6,3,2,3,2,2,1.23
"14496",2,52,2,1,2,2,3,1,5.59
"14497",2,18,7,1,2,2,1,3,4.89
"14498",1,24,4,1,2,1,1,3,1.97
"14499",2,29,0,1,1,4,2,2,0.95
"14500",1,46,3,1,2,4,2,2,0.08
"14501",1,60,5,3,2,2,3,2,4.73
"14502",1,48,11,1,1,1,3,2,1.76
"14503",2,72,9,2,1,3,1,1,1.14
"14504",1,54,6,1,1,2,2,2,1.92
"14505",2,34,7,3,1,2,3,1,3.24
"14506",1,29,5,3,2,2,1,2,4.92
"14507",2,24,7,1,2,3,3,2,2.08
"14508",1,47,5,3,1,4,3,2,4.02
"14509",1,24,8,3,2,3,3,2,2.92
"14510",1,48,5,3,2,1,3,2,4.63
"14511",2,48,1,4,1,3,3,1,2.94
"14512",1,48,8,2,2,3,3,2,0.08
"14513",1,56,2,3,2,1,3,3,3.18
"14514",2,47,7,4,2,2,1,3,1.03
"14515",1,51,9,4,1,1,1,1,4.44
"14516",1,69,6,2,1,1,3,2,2.92
"14517",2,56,5,2,2,1,1,2,4.85
"14518",1,38,4,1,1,3,2,2,0.81
"14519",2,47,11,3,2,3,3,2,2.37
"14520",1,18,4,1,2,4,3,3,6.97
"14521",1,50,7,4,2,2,3,2,2.79
"14522",1,41,8,2,1,1,3,2,1.59
"14523",1,52,8,3,2,3,2,2,4.37
"14524",1,19,4,3,1,1,3,2,2.12
"14525",1,25,6,1,2,3,1,3,3.08
"14526",1,48,5,4,2,2,3,2,3.75
"14527",1,51,5,1,2,2,1,1,1.5
"14528",2,48,4,1,1,3,3,3,4.48
"14529",1,38,13,1,2,1,3,3,3.55
"14530",1,35,3,3,2,1,3,1,3.04
"14531",1,34,4,3,2,1,1,2,2.81
"14532",1,60,4,3,2,2,3,2,2.46
"14533",2,48,2,1,1,3,1,1,2.99
"14534",2,18,5,3,2,2,3,2,1.95
"14535",1,52,0,3,1,1,1,1,3.86
"14536",2,27,9,3,2,4,3,1,3.11
"14537",1,56,5,2,2,3,2,3,2.34
"14538",2,54,8,3,1,1,3,2,6.33
"14539",2,28,4,2,2,4,3,1,4.09
"14540",1,28,3,4,2,4,3,1,4.28
"14541",1,19,3,2,2,1,1,3,4.45
"14542",2,51,10,3,2,2,2,2,3.12
"14543",1,41,2,4,1,2,3,1,1.3
"14544",1,34,8,3,2,4,1,2,2.15
"14545",1,63,4,2,2,1,3,2,0.83
"14546",2,41,8,2,1,4,3,1,0.99
"14547",2,47,6,4,1,1,3,2,3.25
"14548",1,18,7,1,1,2,3,1,2.81
"14549",2,52,1,1,2,2,3,1,5.4
"14550",2,21,5,4,2,2,3,1,0.42
"14551",1,66,3,3,1,3,2,2,3.41
"14552",2,61,9,3,2,2,3,2,4.33
"14553",1,31,6,2,2,4,2,1,3.99
"14554",1,34,8,2,2,1,3,1,3.93
"14555",1,31,1,3,2,2,1,2,3.69
"14556",1,74,4,2,2,1,3,1,4.91
"14557",1,27,5,3,1,2,1,2,5.21
"14558",1,37,6,2,1,4,3,3,4.41
"14559",1,36,1,2,1,1,3,2,2.56
"14560",2,23,4,4,2,2,3,2,6.8
"14561",2,64,12,2,1,2,3,1,2.18
"14562",2,56,4,1,1,1,1,1,1.46
"14563",2,51,13,2,2,3,1,3,5.08
"14564",1,81,9,1,2,2,2,2,2.33
"14565",2,61,3,3,1,2,3,3,2.87
"14566",2,49,3,3,2,1,1,1,3.76
"14567",1,25,8,3,2,4,1,2,1.65
"14568",2,47,1,1,2,3,2,1,3.18
"14569",1,45,4,1,1,1,2,2,4.46
"14570",1,37,2,4,1,2,3,2,5.94
"14571",2,45,7,4,2,2,1,2,2.12
"14572",1,20,10,1,2,2,3,2,2.1
"14573",1,38,5,4,2,3,3,2,3.99
"14574",1,52,5,2,2,2,3,1,3.17
"14575",2,22,6,4,1,1,2,1,4.49
"14576",2,64,6,2,2,2,1,2,3.28
"14577",1,46,2,1,2,3,3,1,0.84
"14578",2,32,4,1,2,3,3,3,2.94
"14579",2,35,2,4,2,2,2,1,3.25
"14580",1,43,2,1,2,4,3,1,1.29
"14581",1,18,6,3,1,4,1,3,4.99
"14582",1,39,6,2,2,2,3,2,3.08
"14583",2,30,5,1,1,4,3,1,1.43
"14584",1,38,3,2,2,3,3,1,0.63
"14585",2,70,7,2,2,2,2,1,3.07
"14586",2,55,7,2,1,3,1,3,1.49
"14587",2,33,3,1,2,2,2,1,3.84
"14588",1,48,6,2,2,2,3,2,4.65
"14589",2,42,4,2,2,3,3,2,3.08
"14590",1,43,3,4,2,2,3,2,4.37
"14591",2,32,8,1,1,4,3,2,4.79
"14592",2,35,2,1,2,2,3,2,2.06
"14593",2,57,4,1,2,1,2,1,1.35
"14594",2,27,8,2,1,3,3,3,2.07
"14595",2,44,4,2,1,3,3,3,4.1
"14596",1,64,1,1,2,4,3,2,4.91
"14597",1,49,5,4,2,1,1,2,0.08
"14598",1,45,7,1,1,2,2,2,0.54
"14599",2,50,3,2,2,1,3,1,3.43
"14600",2,55,7,3,2,3,3,2,1.78
"14601",1,32,6,3,2,1,3,2,2.18
"14602",1,54,6,3,1,2,3,2,3.57
"14603",1,34,3,3,2,3,1,1,3.7
"14604",1,36,8,4,2,2,3,2,1.02
"14605",2,34,2,3,2,3,3,2,0.08
"14606",1,55,5,3,2,3,3,1,1.37
"14607",2,61,6,2,2,1,3,2,3.63
"14608",2,27,1,2,2,2,1,1,5.91
"14609",1,28,3,2,1,3,3,1,4.67
"14610",1,51,6,1,2,4,3,1,6.79
"14611",2,37,3,3,2,3,3,2,3.67
"14612",2,38,6,3,1,2,3,3,5.75
"14613",1,36,6,1,2,2,3,2,3.6
"14614",1,36,0,3,1,1,2,3,2.72
"14615",2,44,7,2,2,1,1,3,2.03
"14616",1,24,6,3,2,3,3,2,0.39
"14617",1,46,2,1,2,2,3,2,2.5
"14618",2,33,4,1,2,3,1,1,3.85
"14619",2,43,0,1,2,1,3,1,3.45
"14620",1,18,4,2,2,4,2,3,4.79
"14621",1,59,6,3,2,1,3,2,1.57
"14622",1,45,2,2,2,3,3,3,5.62
"14623",1,68,5,2,2,2,3,1,2.71
"14624",1,35,4,1,2,3,2,2,5.22
"14625",2,30,1,4,1,4,3,2,3.96
"14626",1,46,1,1,1,2,1,1,3.15
"14627",1,49,5,4,1,3,3,1,4.01
"14628",1,53,5,4,1,4,3,2,2.14
"14629",1,60,6,1,1,3,3,2,4.49
"14630",1,45,1,1,2,2,3,1,3.77
"14631",2,41,6,3,2,3,1,2,0.49
"14632",2,55,8,3,2,1,1,1,1.42
"14633",1,60,5,1,1,2,3,2,1.22
"14634",1,34,6,3,1,2,3,1,3.66
"14635",2,46,3,1,2,3,2,3,1.95
"14636",2,32,1,3,1,1,2,3,3.54
"14637",1,55,9,1,1,3,3,3,2.14
"14638",2,26,7,2,2,1,2,2,2.86
"14639",2,51,6,3,2,2,3,2,5.91
"14640",1,59,6,1,1,4,1,2,4.23
"14641",1,43,9,3,2,3,3,2,0.76
"14642",1,54,2,2,2,2,2,3,2.47
"14643",1,57,2,4,2,2,3,2,2.74
"14644",1,51,11,3,1,1,3,2,4.12
"14645",1,40,3,3,2,2,3,1,1.39
"14646",1,18,6,3,2,2,3,2,3.28
"14647",1,23,6,3,2,2,3,2,4.56
"14648",2,48,5,3,2,2,2,2,3.33
"14649",2,40,1,2,2,2,1,3,5.2
"14650",2,31,7,3,1,2,3,2,5.44
"14651",2,24,7,1,2,1,2,2,1.86
