"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","Predicted"
"19075","M",45,7,"Suburban","Yes","Intermediate","Monthly","Basic",2.33,0.026665225572795
"19076","F",54,1,"Urban","No","High","Quarterly","Intermediate",0.08,0.0250665189867772
"19077","M",49,7,"Suburban","Yes","Normal","Monthly","Basic",4.27,0.025781594053758
"19078","M",40,0,"Countryside low","Yes","Normal","Quarterly","Full",1.05,0.0219282656131285
"19079","M",27,9,"Countryside low","No","Intermediate","Quarterly","Intermediate",2.81,0.0162131725786577
"19080","F",33,4,"Suburban","No","Normal","Yearly","Intermediate",2.02,0.0167230003061783
"19081","M",55,8,"Countryside low","No","High","Monthly","Intermediate",4.74,0.0280515089265238
"19082","M",34,0,"Urban","Yes","Low","Yearly","Full",4.04,0.0387124620986871
"19083","F",59,3,"Coutryside high","No","Normal","Yearly","Full",0.08,0.0169171067154478
"19084","M",30,4,"Suburban","Yes","Normal","Yearly","Basic",4.23,0.0280787368260638
"19085","F",40,8,"Countryside low","No","Normal","Yearly","Intermediate",0.35,0.0122148367890412
"19086","F",37,6,"Suburban","No","Intermediate","Yearly","Basic",4.23,0.0156453350893282
"19087","M",45,4,"Suburban","No","Low","Yearly","Intermediate",2.61,0.0171711470780738
"19088","M",35,5,"Suburban","No","Normal","Yearly","Basic",4.31,0.0199810608421379
"19089","M",18,4,"Coutryside high","No","Normal","Monthly","Full",5.65,0.0413681700214984
"19090","F",50,6,"Urban","No","Low","Quarterly","Basic",1.58,0.0151753331261185
"19091","M",46,8,"Urban","No","Low","Quarterly","Basic",1.15,0.0173349138524887
"19092","M",25,7,"Suburban","Yes","High","Quarterly","Intermediate",3.04,0.0626103900832653
"19093","M",62,5,"Suburban","Yes","Normal","Quarterly","Intermediate",4.28,0.0226283085454603
"19094","M",40,1,"Urban","Yes","Intermediate","Monthly","Intermediate",0.08,0.0445548703132125
"19095","F",29,4,"Coutryside high","No","Low","Yearly","Intermediate",0.86,0.0160080545829623
"19096","M",62,7,"Countryside low","Yes","Low","Yearly","Full",2.1,0.0162543542944877
"19097","F",38,8,"Suburban","No","Intermediate","Yearly","Intermediate",3.35,0.0157097238119559
"19098","F",34,6,"Coutryside high","Yes","Intermediate","Monthly","Intermediate",4.32,0.02768420835812
"19099","M",18,8,"Urban","No","Low","Yearly","Intermediate",3.38,0.0246896453515885
"19100","M",24,5,"Coutryside high","No","Normal","Quarterly","Basic",4.41,0.0282107069402957
"19101","F",24,6,"Countryside low","No","Intermediate","Yearly","Full",4.99,0.0169551441508978
"19102","F",32,6,"Urban","No","Normal","Yearly","Full",1.6,0.0235010651468692
"19103","M",54,5,"Urban","No","Normal","Yearly","Intermediate",5.96,0.0213433092872864
"19104","M",55,9,"Suburban","Yes","High","Monthly","Full",2.89,0.0535455454654466
"19105","F",41,6,"Countryside low","No","Normal","Quarterly","Intermediate",3.88,0.0140477451110566
"19106","F",47,6,"Urban","No","High","Monthly","Basic",3.24,0.0458483584809149
"19107","F",38,5,"Urban","No","High","Monthly","Basic",5.58,0.0284713545863524
"19108","M",51,4,"Suburban","No","Normal","Quarterly","Intermediate",4.54,0.0242259234489167
"19109","F",21,5,"Countryside low","No","Normal","Monthly","Intermediate",2.38,0.0175644682943395
"19110","M",39,5,"Urban","Yes","Normal","Yearly","Basic",2.58,0.0304720283668199
"19111","M",52,4,"Countryside low","No","Normal","Monthly","Full",3.34,0.0167312978552755
"19112","F",23,6,"Countryside low","No","Normal","Yearly","Full",4.98,0.016161071649733
"19113","M",22,8,"Suburban","No","Normal","Yearly","Basic",2.43,0.021228978225987
"19114","M",23,6,"Urban","No","Low","Quarterly","Intermediate",4.17,0.0240634857303052
"19115","M",51,7,"Suburban","No","Normal","Yearly","Intermediate",0.32,0.0174540613930949
"19116","M",38,4,"Suburban","No","Low","Monthly","Intermediate",2.61,0.0205963109482376
"19117","M",41,11,"Countryside low","Yes","Low","Yearly","Basic",0.61,0.0145846111289504
"19118","F",40,2,"Countryside low","No","Intermediate","Monthly","Intermediate",1.76,0.0158052769410001
"19119","F",54,8,"Urban","Yes","Normal","Yearly","Intermediate",1.74,0.0194496272496812
"19120","M",54,6,"Countryside low","No","Normal","Yearly","Intermediate",0.52,0.0137892936472575
"19121","F",31,3,"Suburban","Yes","Intermediate","Quarterly","Full",3.9,0.0276200887552638
"19122","F",51,6,"Coutryside high","Yes","Low","Yearly","Intermediate",0.58,0.0160599590997725
"19123","F",44,8,"Countryside low","No","Normal","Yearly","Intermediate",2.99,0.011968724265016
"19124","M",49,7,"Urban","No","Intermediate","Quarterly","Basic",2.63,0.0243504821724443
"19125","F",67,2,"Urban","No","High","Yearly","Intermediate",2.98,0.0184088261770812
"19126","F",39,5,"Suburban","No","Low","Yearly","Basic",5.64,0.0134275458454498
"19127","M",54,4,"Countryside low","No","Intermediate","Quarterly","Intermediate",2.07,0.0145878865922547
"19128","M",54,5,"Suburban","No","Normal","Monthly","Basic",1.97,0.0245706725900177
"19129","M",63,4,"Urban","No","Normal","Quarterly","Intermediate",2.74,0.025650582994786
"19130","M",49,2,"Urban","Yes","Intermediate","Yearly","Full",2.97,0.0392329125786172
"19131","M",41,4,"Urban","No","High","Quarterly","Intermediate",1.22,0.0334677735161602
"19132","M",40,5,"Countryside low","No","High","Quarterly","Intermediate",2.6,0.0167408804281638
"19133","M",59,8,"Suburban","No","Normal","Yearly","Basic",1,0.0152190092483654
"19134","F",31,4,"Countryside low","Yes","Normal","Quarterly","Full",5.45,0.0171398364977321
"19135","M",48,1,"Suburban","No","Normal","Yearly","Basic",2.53,0.0192421514610709
"19136","M",26,0,"Suburban","No","Normal","Monthly","Intermediate",4.75,0.0407963162082181
"19137","F",36,6,"Suburban","No","Normal","Quarterly","Intermediate",1.8,0.0233072349654246
"19138","M",41,7,"Suburban","No","Intermediate","Yearly","Basic",3.13,0.019243207707189
"19139","F",46,0,"Countryside low","No","Low","Yearly","Full",4.68,0.0135055561336046
"19140","M",27,5,"Urban","No","Normal","Quarterly","Intermediate",4.52,0.0366944107968807
"19141","F",60,5,"Urban","Yes","Low","Quarterly","Basic",2.86,0.027696658278874
"19142","F",58,0,"Suburban","No","Low","Yearly","Basic",3.57,0.0128072376331153
"19143","F",41,6,"Suburban","No","Normal","Yearly","Basic",4.88,0.014420350924575
"19144","M",28,5,"Countryside low","Yes","High","Monthly","Intermediate",0.76,0.0413267872650829
"19145","M",35,2,"Suburban","No","Intermediate","Monthly","Basic",4.41,0.0303890100637026
"19146","F",54,6,"Urban","Yes","Intermediate","Quarterly","Intermediate",4.99,0.0231931980112225
"19147","M",39,7,"Urban","No","Intermediate","Quarterly","Full",3.81,0.0312001359562423
"19148","M",58,0,"Coutryside high","Yes","Intermediate","Yearly","Intermediate",0.76,0.0278571469388965
"19149","F",64,8,"Suburban","No","High","Monthly","Intermediate",1.96,0.0364002484356933
"19150","M",38,5,"Urban","Yes","High","Yearly","Intermediate",2.86,0.038772588024312
"19151","M",49,8,"Suburban","No","Intermediate","Quarterly","Full",1.2,0.0224725600221204
"19152","M",64,9,"Suburban","No","Intermediate","Quarterly","Intermediate",4.49,0.0192485889959157
"19153","M",35,1,"Countryside low","No","Low","Yearly","Full",2.56,0.0183455889103999
"19154","F",46,9,"Urban","No","Normal","Yearly","Intermediate",2.21,0.0160785257224318
"19155","M",31,5,"Suburban","No","Intermediate","Quarterly","Intermediate",3.43,0.0279709113758911
"19156","M",18,11,"Countryside low","No","Intermediate","Quarterly","Intermediate",4.99,0.0167730610536353
"19157","M",44,6,"Urban","No","Low","Yearly","Intermediate",2.73,0.0199489316043277
"19158","F",32,3,"Suburban","No","Normal","Yearly","Full",1.69,0.0206718103603729
"19159","F",66,1,"Urban","Yes","Intermediate","Yearly","Intermediate",3.03,0.0215413346697973
"19160","M",40,3,"Countryside low","Yes","Intermediate","Yearly","Full",3,0.0268365145782907
"19161","M",30,10,"Suburban","Yes","Normal","Yearly","Full",2.32,0.0315243253097514
"19162","M",52,0,"Suburban","No","Intermediate","Yearly","Intermediate",3.34,0.0213951697979644
"19163","M",35,9,"Coutryside high","No","Intermediate","Quarterly","Intermediate",2.83,0.0249611293136303
"19164","M",45,2,"Coutryside high","No","Normal","Yearly","Intermediate",0.95,0.0216793972084698
"19165","M",34,2,"Urban","No","Normal","Quarterly","Intermediate",2.65,0.0365214051236863
"19166","F",27,8,"Countryside low","Yes","Intermediate","Yearly","Intermediate",4.41,0.0169260697025652
"19167","M",73,4,"Countryside low","No","Low","Quarterly","Basic",4.07,0.0185559088698657
"19168","F",48,3,"Suburban","No","Intermediate","Quarterly","Full",2.6,0.0206870450525746
"19169","M",39,5,"Urban","No","High","Monthly","Full",3.84,0.0407288206804236
"19170","M",35,9,"Suburban","No","Normal","Quarterly","Intermediate",2.95,0.0253731372379405
"19171","F",25,3,"Urban","No","Normal","Yearly","Full",2.92,0.0269892361769056
"19172","F",34,8,"Suburban","No","Intermediate","Monthly","Basic",1.79,0.0230935359610597
"19173","F",45,3,"Urban","No","Normal","Quarterly","Intermediate",2.89,0.0264505461954091
"19174","F",41,5,"Suburban","Yes","Intermediate","Yearly","Intermediate",2.95,0.0207555753064936
"19175","M",40,7,"Coutryside high","No","Intermediate","Monthly","Intermediate",2.6,0.0289581113212561
"19176","M",49,8,"Coutryside high","No","Normal","Quarterly","Full",6.28,0.0230634688360651
"19177","M",70,3,"Countryside low","No","Normal","Quarterly","Intermediate",1.85,0.0136649532322849
"19178","M",18,5,"Coutryside high","No","Normal","Quarterly","Intermediate",1.25,0.0335275093208634
"19179","M",28,8,"Coutryside high","No","Intermediate","Yearly","Full",2.66,0.0291196640867037
"19180","M",23,4,"Urban","Yes","Intermediate","Yearly","Intermediate",3.08,0.0398005418445949
"19181","M",50,4,"Countryside low","No","Intermediate","Monthly","Basic",2.85,0.0153431632728504
"19182","F",38,1,"Countryside low","Yes","Normal","Yearly","Full",2.43,0.0199575118419142
"19183","F",37,10,"Coutryside high","No","High","Monthly","Full",4.58,0.0268715290229045
"19184","M",39,0,"Suburban","No","Intermediate","Yearly","Intermediate",3.81,0.0243661738700139
"19185","M",36,6,"Urban","No","Normal","Quarterly","Intermediate",2.89,0.0323575547716882
"19186","F",26,9,"Countryside low","Yes","Low","Yearly","Basic",4.45,0.0135848917893115
"19187","F",57,7,"Suburban","Yes","Low","Yearly","Basic",0.89,0.0138248603442472
"19188","M",62,9,"Countryside low","No","High","Yearly","Basic",3.83,0.0137554010527669
"19189","F",35,7,"Urban","No","Low","Yearly","Basic",3.9,0.015419091287522
"19190","F",33,2,"Countryside low","No","Low","Yearly","Basic",1.09,0.0122097718098273
"19191","M",59,12,"Suburban","No","Low","Quarterly","Intermediate",3.23,0.0257139646241317
"19192","M",76,3,"Urban","No","Normal","Quarterly","Intermediate",2.52,0.0232574457984266
"19193","F",42,5,"Urban","No","High","Quarterly","Intermediate",0.08,0.0258779551481751
"19194","M",59,5,"Suburban","No","High","Quarterly","Intermediate",3.03,0.0401921850412983
"19195","M",52,2,"Suburban","No","Low","Monthly","Basic",5.23,0.0176247876234107
"19196","M",42,7,"Coutryside high","No","Intermediate","Quarterly","Basic",2.96,0.0221849424360273
"19197","F",63,10,"Suburban","No","Normal","Yearly","Full",1.25,0.0138762814822291
"19198","M",67,4,"Countryside low","Yes","Normal","Quarterly","Full",4.02,0.0158474268015539
"19199","M",51,5,"Urban","No","High","Yearly","Intermediate",0.63,0.0269969335912319
"19200","M",47,5,"Coutryside high","No","Normal","Yearly","Intermediate",2,0.019888193426044
"19201","F",42,5,"Suburban","Yes","Normal","Quarterly","Intermediate",0.72,0.0226742070265638
"19202","M",48,8,"Suburban","Yes","Intermediate","Quarterly","Intermediate",3.91,0.0242668195774071
"19203","M",56,6,"Urban","No","Normal","Yearly","Basic",2.37,0.019308864743452
"19204","M",63,5,"Urban","Yes","Intermediate","Yearly","Full",1.98,0.0329079118004957
"19205","M",62,11,"Urban","No","Normal","Yearly","Intermediate",2.19,0.0173966815196455
"19206","M",32,3,"Suburban","Yes","Normal","Yearly","Intermediate",5.63,0.0298582318547304
"19207","M",79,5,"Urban","No","Low","Yearly","Intermediate",2.87,0.0149737455161193
"19208","M",28,2,"Coutryside high","No","Low","Monthly","Intermediate",0.76,0.0241130524073387
"19209","M",50,3,"Suburban","No","Normal","Monthly","Intermediate",0.31,0.0293622593439735
"19210","M",35,7,"Urban","No","Normal","Monthly","Intermediate",3.23,0.0380925509133363
"19211","M",50,5,"Urban","Yes","High","Yearly","Intermediate",1.83,0.0351125293678666
"19212","F",18,4,"Urban","No","High","Quarterly","Basic",1.16,0.0308284051036079
"19213","M",29,4,"Urban","No","High","Yearly","Intermediate",1.09,0.0340013452537959
"19214","M",43,4,"Urban","No","Intermediate","Yearly","Intermediate",2.27,0.0260435527338489
"19215","M",34,7,"Countryside low","No","Normal","Yearly","Intermediate",2.75,0.015742140479735
"19216","M",61,6,"Suburban","No","Intermediate","Yearly","Intermediate",1.21,0.0172803080139016
"19217","F",18,5,"Coutryside high","No","Intermediate","Yearly","Basic",3.14,0.0198685609905245
"19218","F",40,6,"Suburban","Yes","Low","Yearly","Intermediate",3.49,0.016831800579552
"19219","M",49,1,"Coutryside high","No","Intermediate","Yearly","Full",1.29,0.027691165101456
"19220","M",74,4,"Suburban","Yes","Normal","Quarterly","Basic",3.55,0.0190756243294187
"19221","M",67,7,"Urban","No","Normal","Quarterly","Full",2.4,0.0232223994965434
"19222","F",21,7,"Suburban","No","Normal","Yearly","Full",4.05,0.0210675219465837
"19223","F",18,6,"Coutryside high","No","Intermediate","Yearly","Intermediate",2.75,0.0206105369137849
"19224","M",42,2,"Countryside low","No","Intermediate","Yearly","Intermediate",2.56,0.0171274151766614
"19225","M",50,8,"Coutryside high","No","Low","Monthly","Basic",5.41,0.0164738444454626
"19226","M",18,6,"Countryside low","No","Low","Monthly","Intermediate",4.34,0.0154293629212426
"19227","F",18,6,"Suburban","No","Intermediate","Yearly","Full",1.79,0.0237167194091817
"19228","F",18,7,"Coutryside high","No","Low","Yearly","Basic",1.24,0.0157674430226365
"19229","M",36,0,"Coutryside high","No","Low","Yearly","Basic",4.24,0.0202090436858708
"19230","M",44,4,"Suburban","No","Normal","Yearly","Intermediate",1.7,0.0198482170616297
"19231","F",38,0,"Countryside low","No","Low","Yearly","Intermediate",3.93,0.012585481360051
"19232","M",26,3,"Urban","No","Normal","Yearly","Basic",4,0.0278150374319103
"19233","F",32,7,"Countryside low","Yes","Normal","Monthly","Full",2.79,0.0174341244340899
"19234","M",38,4,"Coutryside high","No","Low","Quarterly","Basic",2.32,0.0174311124889611
"19235","F",18,7,"Countryside low","No","Low","Yearly","Intermediate",1.17,0.0128906030324985
"19236","M",29,0,"Urban","No","Normal","Yearly","Full",3.16,0.0364914580078458
"19237","M",18,0,"Urban","No","Intermediate","Yearly","Intermediate",5.13,0.0358875087810862
"19238","M",71,8,"Suburban","No","Normal","Yearly","Intermediate",0.86,0.0145452622764781
"19239","M",23,4,"Urban","No","High","Yearly","Full",2.86,0.0417510448906969
"19240","F",56,3,"Countryside low","No","Intermediate","Yearly","Intermediate",3.89,0.0123415913021531
"19241","M",47,5,"Urban","No","High","Yearly","Intermediate",2.37,0.0280869863615318
"19242","F",42,5,"Urban","No","Low","Yearly","Full",1.23,0.0188725370018949
"19243","M",67,2,"Urban","Yes","Low","Quarterly","Intermediate",0.84,0.0359385468814555
"19244","F",53,3,"Suburban","No","Intermediate","Monthly","Intermediate",0.97,0.0237730145340201
"19245","F",29,6,"Coutryside high","No","Normal","Quarterly","Basic",1.95,0.0223792451338792
"19246","M",46,2,"Suburban","Yes","Low","Yearly","Full",1.3,0.0279467946107808
"19247","M",34,6,"Urban","No","Normal","Monthly","Basic",4,0.0351750127033128
"19248","M",38,2,"Urban","No","Normal","Yearly","Full",3.73,0.0323894080135733
"19249","M",58,1,"Suburban","No","Normal","Monthly","Intermediate",7.05,0.0283495197259831
"19250","F",39,2,"Urban","No","Intermediate","Yearly","Intermediate",2.07,0.0210798001119851
"19251","M",33,4,"Coutryside high","No","Normal","Yearly","Basic",4.25,0.021988384159468
"19252","M",55,3,"Urban","No","Normal","Yearly","Full",1.23,0.0269008147030465
"19253","F",52,6,"Suburban","No","Normal","Monthly","Intermediate",4.54,0.0242854251844921
"19254","M",42,8,"Suburban","Yes","Intermediate","Yearly","Intermediate",2.23,0.0258242360595134
"19255","M",18,4,"Countryside low","No","Low","Monthly","Basic",1.04,0.0150591970647776
"19256","M",31,5,"Countryside low","No","Intermediate","Yearly","Basic",2,0.0168533367299001
"19257","F",37,6,"Suburban","No","Intermediate","Yearly","Intermediate",5.73,0.0164493858165951
"19258","M",47,11,"Urban","Yes","Normal","Yearly","Intermediate",4.64,0.0261596375725802
"19259","M",49,4,"Suburban","No","Normal","Quarterly","Intermediate",2.03,0.0246646828150887
"19260","M",31,5,"Countryside low","Yes","Low","Monthly","Basic",0.72,0.0155903019962857
"19261","M",54,8,"Urban","Yes","Low","Monthly","Basic",3.29,0.0366272557849117
"19262","M",30,7,"Urban","No","Low","Quarterly","Intermediate",5.57,0.0219502840643846
"19263","F",59,5,"Urban","No","Intermediate","Quarterly","Intermediate",5.94,0.0216738749834849
"19264","M",18,6,"Coutryside high","Yes","Low","Yearly","Basic",1.44,0.0276117002337223
"19265","M",36,0,"Urban","Yes","Low","Yearly","Basic",4.32,0.0303835147746624
"19266","M",65,6,"Coutryside high","Yes","Intermediate","Yearly","Basic",2.27,0.0213434982799643
"19267","F",37,4,"Countryside low","Yes","Intermediate","Yearly","Intermediate",4.78,0.016789640437196
"19268","M",44,3,"Countryside low","No","Normal","Yearly","Intermediate",1.85,0.0156238578543809
"19269","M",48,6,"Countryside low","No","Normal","Yearly","Intermediate",0.46,0.0143824095661888
"19270","F",60,9,"Coutryside high","No","Normal","Yearly","Intermediate",0.49,0.0130999130587628
"19271","F",37,4,"Countryside low","No","Intermediate","Quarterly","Full",0.84,0.0146666717133056
"19272","M",42,6,"Urban","No","Low","Yearly","Full",3.28,0.0247198009066698
"19273","F",41,6,"Countryside low","No","Intermediate","Yearly","Intermediate",4.96,0.0129305836857868
"19274","M",48,3,"Urban","No","Intermediate","Monthly","Full",2.14,0.0359893166539737
"19275","F",23,0,"Urban","No","Normal","Yearly","Intermediate",3.09,0.0242246574306563
"19276","M",29,8,"Urban","No","Intermediate","Quarterly","Basic",2.65,0.0292837338751233
"19277","F",54,3,"Coutryside high","No","High","Quarterly","Intermediate",4.98,0.0206378955042798
"19278","M",41,7,"Urban","Yes","Intermediate","Yearly","Intermediate",4.96,0.0322733774146663
"19279","M",24,7,"Coutryside high","No","Low","Yearly","Basic",4.84,0.019469203690859
"19280","F",42,6,"Urban","No","Intermediate","Monthly","Intermediate",2.4,0.0288824678584951
"19281","F",36,7,"Countryside low","No","Low","Yearly","Basic",4.59,0.0114108319116938
"19282","M",44,7,"Urban","Yes","Intermediate","Quarterly","Intermediate",6.89,0.0317916967045478
"19283","F",33,4,"Urban","No","Intermediate","Yearly","Basic",2.03,0.0201572917957907
"19284","M",52,1,"Countryside low","No","Normal","Monthly","Intermediate",1.74,0.0170531139650951
"19285","F",56,4,"Suburban","No","High","Monthly","Intermediate",2.54,0.0412684357132476
"19286","M",26,2,"Urban","Yes","Intermediate","Yearly","Intermediate",3.21,0.040262273559088
"19287","M",55,9,"Suburban","Yes","Normal","Monthly","Full",2.57,0.02669622989774
"19288","M",31,5,"Countryside low","No","Normal","Yearly","Intermediate",0.08,0.0167705554309069
"19289","F",32,2,"Urban","No","Normal","Yearly","Intermediate",0.12,0.0211611114395026
"19290","M",35,2,"Suburban","No","High","Yearly","Basic",3.86,0.0262168847300513
"19291","M",60,1,"Suburban","No","Intermediate","Quarterly","Intermediate",1.35,0.0229419382307086
"19292","F",26,8,"Urban","Yes","Intermediate","Yearly","Intermediate",3.38,0.0274242920676028
"19293","M",36,5,"Coutryside high","Yes","Normal","Yearly","Basic",1.32,0.0273148242967703
"19294","M",36,9,"Coutryside high","No","Intermediate","Yearly","Intermediate",0.08,0.0216232296551295
"19295","F",41,5,"Coutryside high","Yes","Intermediate","Yearly","Full",4.47,0.026662123154733
"19296","F",31,8,"Suburban","Yes","High","Monthly","Intermediate",4.41,0.0512203605954637
"19297","F",55,4,"Suburban","Yes","Intermediate","Monthly","Full",5.22,0.0237408174674364
"19298","M",52,7,"Suburban","No","Intermediate","Yearly","Intermediate",5.82,0.0183684335478737
"19299","F",50,6,"Coutryside high","Yes","Normal","Yearly","Basic",2.89,0.0174472322962947
"19300","M",58,5,"Urban","Yes","Intermediate","Yearly","Intermediate",3.42,0.0286588307833603
"19301","M",59,5,"Suburban","No","Normal","Yearly","Basic",2.1,0.0160781559415323
"19302","F",18,7,"Countryside low","No","High","Yearly","Intermediate",4.29,0.0166659886166498
"19303","F",48,5,"Suburban","No","Normal","Quarterly","Intermediate",0.13,0.0217208597908682
"19304","M",23,3,"Countryside low","Yes","Normal","Monthly","Intermediate",6.25,0.0236380579721191
"19305","F",51,1,"Coutryside high","No","Normal","Yearly","Intermediate",3.79,0.0159345687648517
"19306","M",42,5,"Suburban","No","Normal","Yearly","Intermediate",2.71,0.0197971776012425
"19307","M",50,7,"Urban","Yes","Normal","Yearly","Intermediate",3.48,0.0277868799600535
"19308","M",37,0,"Countryside low","No","Normal","Yearly","Basic",3.94,0.0166687673723087
"19309","F",36,1,"Urban","No","Low","Yearly","Basic",2.17,0.0171394174088631
"19310","F",43,7,"Countryside low","No","Low","Yearly","Basic",2.67,0.0110950500323226
"19311","M",48,7,"Suburban","No","Intermediate","Quarterly","Intermediate",5.75,0.0227071634259878
"19312","M",50,3,"Suburban","No","Normal","Yearly","Basic",4.93,0.0181025772234039
"19313","F",32,10,"Suburban","No","High","Yearly","Intermediate",0.08,0.0179346138335524
"19314","F",54,5,"Urban","Yes","Intermediate","Yearly","Basic",2.04,0.0208901620641381
"19315","F",48,1,"Suburban","Yes","Normal","Yearly","Basic",2.69,0.0187500234842928
"19316","F",49,5,"Suburban","No","High","Yearly","Basic",3.2,0.0161871962793212
"19317","M",59,1,"Coutryside high","No","Normal","Yearly","Basic",3.4,0.0182716563215966
"19318","M",35,8,"Suburban","No","Normal","Yearly","Full",4.5,0.0240834258796462
"19319","M",36,6,"Urban","No","Intermediate","Monthly","Full",0.67,0.0382556999197375
"19320","M",37,5,"Urban","No","Normal","Yearly","Basic",1.94,0.0238122090893729
"19321","F",41,2,"Countryside low","No","High","Yearly","Intermediate",2.17,0.0151456670223691
"19322","F",39,5,"Countryside low","No","Low","Yearly","Intermediate",3.24,0.0118052366396998
"19323","M",47,5,"Countryside low","No","Intermediate","Yearly","Intermediate",0.08,0.0155081569496443
"19324","M",63,6,"Countryside low","No","Intermediate","Quarterly","Basic",3.73,0.0129489684446956
"19325","F",64,0,"Suburban","No","High","Quarterly","Intermediate",4.33,0.0199988819055874
"19326","M",57,6,"Coutryside high","No","Low","Yearly","Intermediate",5,0.015637385370074
"19327","M",40,4,"Countryside low","No","Low","Yearly","Basic",3.55,0.0135922284311483
"19328","F",48,6,"Urban","No","Normal","Yearly","Full",1.5,0.0200568666759746
"19329","F",38,5,"Coutryside high","No","Normal","Yearly","Intermediate",3.85,0.0164681246341978
"19330","M",44,5,"Urban","No","Low","Yearly","Intermediate",4.23,0.0203926225866515
"19331","M",44,9,"Coutryside high","No","Intermediate","Yearly","Basic",1.2,0.01887231560258
"19332","M",29,3,"Countryside low","No","Normal","Yearly","Intermediate",3.14,0.0177702273954269
"19333","M",22,0,"Countryside low","Yes","Normal","Yearly","Intermediate",0.83,0.0264660148846901
"19334","F",32,5,"Urban","No","Intermediate","Yearly","Intermediate",4.23,0.0211210065951508
"19335","F",38,8,"Suburban","No","Low","Quarterly","Intermediate",2.5,0.015204311597483
"19336","F",62,4,"Countryside low","No","Low","Quarterly","Intermediate",4.51,0.0110397864386777
"19337","M",66,4,"Urban","Yes","Normal","Quarterly","Intermediate",4.79,0.0268380094316615
"19338","M",51,5,"Suburban","Yes","Intermediate","Yearly","Intermediate",4.6,0.0252610509409286
"19339","F",32,7,"Suburban","No","Normal","Yearly","Basic",5.55,0.0151712040497052
"19340","M",26,3,"Countryside low","No","Intermediate","Quarterly","Basic",3.48,0.0169513236375835
"19341","F",45,4,"Suburban","No","Intermediate","Yearly","Intermediate",0.39,0.0159782454254715
"19342","M",75,7,"Suburban","Yes","Intermediate","Monthly","Full",3.91,0.0413501607414141
"19343","F",31,12,"Suburban","No","High","Quarterly","Intermediate",1.58,0.0380366084304383
"19344","F",32,10,"Suburban","Yes","Intermediate","Yearly","Intermediate",4.13,0.0202874267486426
"19345","M",38,7,"Countryside low","No","Normal","Quarterly","Intermediate",3.45,0.0155346263812562
"19346","F",35,6,"Suburban","No","Normal","Yearly","Basic",4.29,0.0150851077288762
"19347","M",35,5,"Suburban","No","Normal","Monthly","Basic",0.08,0.0293244683869605
"19348","M",40,3,"Urban","No","Intermediate","Yearly","Intermediate",2.52,0.0274464827151286
"19349","M",18,2,"Urban","No","Intermediate","Yearly","Full",1.76,0.0404608777029784
"19350","F",52,8,"Urban","No","Intermediate","Monthly","Basic",4.27,0.0230709890659212
"19351","M",38,1,"Urban","No","Normal","Yearly","Basic",2.33,0.0258230229055004
"19352","M",33,5,"Urban","Yes","Low","Quarterly","Intermediate",1.61,0.0262111118887659
"19353","F",28,5,"Suburban","No","Normal","Monthly","Intermediate",0.44,0.0298562274092641
"19354","M",26,6,"Coutryside high","No","Low","Yearly","Basic",1.06,0.0195190207044859
"19355","F",29,6,"Urban","No","Normal","Quarterly","Basic",2.39,0.026055825023807
"19356","M",47,4,"Suburban","No","Intermediate","Yearly","Full",2.09,0.02499082500262
"19357","F",40,3,"Urban","No","Intermediate","Yearly","Intermediate",1.76,0.0204154967446634
"19358","M",37,4,"Suburban","No","Normal","Yearly","Intermediate",2.12,0.0212521979913632
"19359","M",31,6,"Suburban","No","Normal","Quarterly","Intermediate",1.42,0.0281031028420459
"19360","F",41,5,"Urban","No","Normal","Yearly","Intermediate",7.19,0.0181921622085633
"19361","M",49,3,"Urban","No","Low","Quarterly","Intermediate",3.82,0.0199719180714984
"19362","M",47,8,"Suburban","Yes","Low","Quarterly","Full",2.68,0.0359384497881316
"19363","F",54,8,"Countryside low","Yes","Normal","Quarterly","Intermediate",1.06,0.0131739003057186
"19364","M",46,8,"Suburban","No","High","Quarterly","Basic",3.72,0.039070484891863
"19365","M",20,7,"Coutryside high","No","Normal","Quarterly","Intermediate",0.63,0.0312389011125122
"19366","F",54,6,"Suburban","No","Normal","Yearly","Basic",3.2,0.0132048882895003
"19367","M",64,3,"Urban","Yes","Intermediate","Quarterly","Basic",3.83,0.0256496079108692
"19368","M",49,8,"Suburban","Yes","Low","Yearly","Intermediate",3.45,0.0195108102527433
"19369","F",58,5,"Countryside low","No","Intermediate","Yearly","Intermediate",3.05,0.0119340775081729
"19370","F",36,5,"Urban","No","Normal","Yearly","Intermediate",2.3,0.0190611249730937
"19371","M",54,5,"Urban","No","Low","Quarterly","Intermediate",4,0.0184183353713949
"19372","M",52,7,"Countryside low","No","Intermediate","Yearly","Intermediate",4.79,0.0144182060813673
"19373","M",30,5,"Suburban","Yes","Normal","Yearly","Basic",3.23,0.0274570685019087
"19374","M",28,5,"Urban","No","Intermediate","Yearly","Full",4.8,0.0353537367918219
"19375","F",48,2,"Suburban","No","Intermediate","Yearly","Intermediate",3.82,0.0161835218115771
"19376","F",49,6,"Urban","Yes","Low","Yearly","Basic",2.8,0.0175385838598329
"19377","M",54,7,"Urban","Yes","Normal","Monthly","Basic",1.89,0.0297922843329833
"19378","M",30,5,"Coutryside high","No","Normal","Quarterly","Basic",3.05,0.0265189932798707
